town,state,sentiment_score,number_of_posts,satisfaction_score,score_valid
Colquitt, GA,n/a,0,2.4305,0
Payette, ID,0.05096428571428572,14,2.5456,1
Wallowa, OR,n/a,0,2.4305,0
Crozet, VA,0.3256414527580557,1831,3.1652,1
Shippensburg, PA,0.22370597826086958,368,2.9353,1
North East, PA,0.2952237154150198,506,3.0966,1
Northumberland, PA,0.39308985507246375,138,3.3175,1
Saltsburg, PA,0.12583953488372093,172,2.7144,1
Ludlow, IL,0.02968666666666667,150,2.4976,1
High Point, NC,0.182875,24,2.8432,1
Kandiyohi, MN,0.11635999999999999,5,2.6932,1
Maple Plain, MN,0.33131554347826087,920,3.1781,1
Avon, IN,n/a,0,2.4305,0
Cynthiana, KY,0.3098896516393443,1952,3.1298,1
Petersburg, KY,0.31844242424242425,99,3.149,1
Boaz, KY,0.2385582089552239,67,2.9689,1
Oswego, KS,0.18913333333333335,3,2.8572,1
Patton, PA,0.17369285714285715,14,2.8225,1
Manchester, NH,0.3360438524590164,244,3.1887,1
Ozark, AL,0.24000968178740692,1477,2.9721,1
Saraland, AL,0.2904262745098039,1276,3.0858,1
Bethel Heights, AR,0.2809382051282051,390,3.0644,1
Everett, WA,0.2391004761904762,210,2.9701,1
Los Angeles, CA,0.30973420973103655,3309,3.1294,1
Corona, CA,n/a,0,2.4305,0
Arlington, TX,0.355830258302583,1355,3.2334,1
Union City, PA,0.19566666666666666,312,2.8721,1
Garvin, MN,n/a,0,2.4305,0
Union Dale, PA,0.11034736842105262,19,2.6794,1
Fifty Lakes, MN,0.06476666666666667,36,2.5768,1
Cologne, MN,0.4619281690140845,71,3.4728,1
Fowler, IL,0.22495925925925928,189,2.9382,1
Somis, CA,0.34239590163934425,366,3.2031,1
Philpot, KY,0.4278179104477612,805,3.3958,1
Campbellsburg, IN,n/a,0,2.4305,0
Oronoco, MN,0.12824719101123594,89,2.7198,1
Yukon, OK,0.24636352,1250,2.9865,1
Ramsey, MN,0.3301243099273608,2065,3.1754,1
Smyrna, GA,0.25099302325581396,172,2.9969,1
Hemingway, SC,0.23056640625,128,2.9509,1
Lincoln, AL,0.3539110650069156,1446,3.2291,1
Newton, AL,0.2691955555555556,180,3.038,1
Gilbertsville, PA,0.24559029036243823,9712,2.9847,1
Charleroi, PA,0.2796126436781609,348,3.0614,1
Tolland, CT,-0.21884285714285714,7,1.9368,1
Fairmount, IL,0.289382972972973,370,3.0836,1
Hillside, IL,0.17881699544764795,1977,2.834,1
Mazeppa, MN,0.21137083333333334,24,2.9076,1
Tivoli, NY,n/a,0,2.4305,0
Chantilly, VA,0.31807207806609006,9019,3.1483,1
Bolingbrook, IL,0.2934251851851852,135,3.0926,1
Glasgow, KY,0.16873835877862595,524,2.8112,1
Woodward, PA,0.23056,5,2.9509,1
Princeton, MN,0.23334922206506364,707,2.957,1
Lubbock, TX,0.19609807692307693,52,2.873,1
Midwest City, OK,0.13770741599073,863,2.7413,1
Lamar, SC,n/a,0,2.4305,0
Winter Garden, FL,0.2455211229946524,374,2.9845,1
Longs, SC,0.25771223175965663,1864,3.012,1
Cassatt, SC,-0.006153846153846153,13,2.4166,1
Coward, SC,-0.46213333333333334,3,1.3879,1
Kinsey, AL,0.23275483870967742,31,2.9558,1
Defiance, MO,0.3455013392857143,224,3.2101,1
Millington, TN,0.2417386557886558,5148,2.9759,1
Eagan, MN,0.3116047667921086,8769,3.1336,1
Salina, KS,0.2740077958959326,10918,3.0488,1
Wilmington, DE,0.2419108126487589,2943,2.9764,1
New Florence, PA,0.14492105263157895,38,2.7575,1
Renton, WA,0.24015157232704404,477,2.9725,1
Hooversville, PA,0.18118727272727272,110,2.8394,1
Tarentum, PA,0.3500345454545455,110,3.2203,1
Faribault, MN,0.2649307742782152,1524,3.0283,1
Westport, CT,0.32893345454545453,275,3.1727,1
Fort Ripley, MN,0.17128148148148148,27,2.8171,1
Tow, TX,0.39988093023255816,430,3.3329,1
Clarks Green, PA,0.4759424242424243,33,3.5044,1
Portsmouth, RI,0.33759318600368327,1629,3.1923,1
Florence, MS,0.2860198827292111,1876,3.0759,1
New Brunswick, NJ,0.130524,100,2.725,1
Carlsbad, CA,0.8445526315789474,19,4.3363,1
Chagrin Falls, OH,0.1355713128038898,617,2.7365,1
Heath Springs, SC,0.20835546218487397,119,2.9008,1
Duncanville, TX,0.22689923595505618,2225,2.9425,1
Kinston, AL,-0.4215,1,1.4795,1
Bridgeport, AL,0.1507908163265306,98,2.7708,1
Ranburne, AL,0.23657037037037038,27,2.9644,1
Wood Village, OR,0.15262287581699346,306,2.7749,1
Rockvale, TN,0.4096918918918919,74,3.355,1
New Brighton, PA,0.32199338842975206,1694,3.1571,1
Glendon, PA,0.1833156862745098,102,2.8442,1
Covington, KY,0.2504670198921733,5379,2.9958,1
Presto, PA,0.3100037037037037,54,3.13,1
Lake Orion, MI,0.4502302631578947,76,3.4464,1
Socorro, TX,0.0,4,2.4305,1
Tuscola, TX,0.21631938775510204,196,2.9186,1
Panhandle, TX,0.0,2,2.4305,1
Eddyville, KY,0.22177695652173912,230,2.931,1
Womelsdorf, PA,0.3032117216117216,273,3.1147,1
Ardmore, AL,0.2632433891992551,537,3.0244,1
Nisswa, MN,0.3096470930232558,172,3.1291,1
Nerstrand, MN,0.034776190476190474,21,2.5091,1
Woodstock, GA,0.36450514705882353,272,3.253,1
Camarillo, CA,0.315791,100,3.1431,1
Detroit, AL,0.04309090909090909,11,2.5278,1
Peabody, MA,0.3048904216961906,6379,3.1185,1
Vernonia, OR,0.127196,150,2.7176,1
Dallas, TX,0.24287819882155792,36998,2.9786,1
Visalia, CA,0.17101374722838136,2706,2.8164,1
Great Bend, PA,n/a,0,2.4305,0
Ridgway, PA,0.08821875,32,2.6296,1
Tionesta, PA,0.47533333333333333,6,3.503,1
Conneautville, PA,0.0,4,2.4305,1
Mercersburg, PA,0.12131886792452831,53,2.7043,1
Mount Wolf, PA,0.242075,376,2.9768,1
Madison, IL,0.22196934306569344,137,2.9315,1
Milaca, MN,0.19976473988439306,173,2.8814,1
Rancho Cucamonga, CA,0.2658958726899384,4870,3.0305,1
Central, UT,n/a,0,2.4305,0
Campbellsburg, KY,0.0,4,2.4305,1
Silverton, OR,0.32090843373493977,83,3.1546,1
Ladson, SC,0.2946154775604143,1738,3.0953,1
Mayesville, SC,0.33401315789473685,608,3.1842,1
Dunwoody, GA,0.26083,80,3.019,1
Hackleburg, AL,0.15453333333333333,6,2.7792,1
Racine, MN,0.1258,6,2.7144,1
East Petersburg, PA,0.37264691358024693,2106,3.2713,1
Stroudsburg, PA,0.3652968599033816,2898,3.2548,1
Catawissa, PA,0.5200357142857143,28,3.6039,1
New Castle, PA,0.13674430538172716,1598,2.739,1
Redmond, WA,0.3130696608040201,1592,3.137,1
Darby, PA,0.24516407322654463,874,2.9838,1
Swedesboro, NJ,0.284884934086629,2124,3.0734,1
Plymouth, PA,0.060780434782608694,92,2.5677,1
Taylor, PA,-0.019601785714285707,112,2.3863,1
Ypsilanti, MI,0.30035062946795726,15807,3.1084,1
Huntsville, TX,0.33271,10,3.1813,1
Hoboken, NJ,n/a,0,2.4305,0
Westlake, TX,n/a,0,2.4305,0
Ogden, UT,0.26035960591133006,3045,3.0181,1
San Jose, CA,0.35912058111380146,1652,3.2408,1
Calhoun, KY,0.026230769230769235,52,2.4897,1
North Smithfield, RI,0.3175760765550239,209,3.1472,1
Newport, RI,0.3144715766099186,1351,3.1402,1
Corona Del Mar, CA,0.6400315789473684,57,3.8747,1
Stagecoach, TX,0.6493866666666667,30,3.8959,1
Huger, SC,0.3284290909090909,55,3.1716,1
Gaston, SC,0.2670062222222222,1350,3.033,1
Darien, GA,n/a,0,2.4305,0
New Market, AL,0.29824013481980816,3857,3.1034,1
Centerton, AR,0.3484137178720861,3346,3.2167,1
Ambridge, PA,0.1999622448979592,392,2.8818,1
Carpentersville, IL,0.4126503267973856,459,3.3618,1
Coraopolis, PA,0.23390997575337721,2887,2.9583,1
Mohnton, PA,0.4144176113360324,988,3.3656,1
Castle Hayne, NC,0.20329370277078085,397,2.8893,1
Kildeer, IL,0.4501071428571428,70,3.4462,1
Logan, UT,0.29467811264822136,4048,3.0955,1
Polk City, IA,n/a,0,2.4305,0
Nolensville, TN,0.5473326923076923,780,3.6655,1
Basking Ridge, NJ,0.28757444444444447,180,3.0795,1
Lake City, SC,0.1293925,40,2.7225,1
Shelbyville, KY,0.28762414982750123,2029,3.0795,1
Eutawville, SC,0.3116136612021858,183,3.1336,1
Olanta, SC,n/a,0,2.4305,0
Bigelow, AR,0.10973421052631578,76,2.6781,1
Port Royal, SC,0.3338668067226891,476,3.184,1
Bellefonte, PA,0.18882757619738752,1378,2.8566,1
Forksville, PA,0.01681851851851852,54,2.4685,1
Imperial, PA,0.2898951893551689,9772,3.0847,1
Dillsburg, PA,0.2884694402420575,2644,3.0815,1
Larksville, PA,0.2757813664596273,322,3.0529,1
Balaton, MN,0.21843181818181817,154,2.9234,1
Hopkinsville, KY,0.3514852210526316,2376,3.2237,1
Muskogee, OK,0.22752910850253807,6304,2.9439,1
Seneca, KS,0.09962857142857144,7,2.6553,1
Beverly, MA,0.4338678846702826,3503,3.4096,1
Billingsley, AL,n/a,0,2.4305,0
Wakarusa, KS,0.23271510791366906,139,2.9556,1
New Haven, KY,0.0,9,2.4305,1
Chepachet, RI,0.124628125,96,2.7117,1
Concord, MA,0.4160501275510204,1568,3.3694,1
Camden, AL,0.26365959031657354,537,3.0256,1
Dadeville, AL,0.22134548802946594,543,2.9299,1
Brownsboro, AL,0.2621883561643836,292,3.0222,1
Fairdale, KY,0.3461078426966292,4450,3.2115,1
Hagerstown, MD,0.29812886904761904,2688,3.1032,1
Ford Cliff, PA,-0.0756,10,2.26,1
Gastonia, NC,0.21423444444444445,360,2.9139,1
Hegins, PA,0.21522532894736843,608,2.9161,1
Eagleville, PA,0.3791294300518135,5790,3.286,1
Napa, CA,0.25430395136778117,329,3.0044,1
Leesport, PA,0.19359437751004016,498,2.8674,1
Claremont, MN,0.0,1,2.4305,1
Draper, UT,0.2884214540733528,3081,3.0813,1
Tioga, TX,0.094076,50,2.6429,1
Riley, KS,0.2717193548387097,31,3.0436,1
Sauk Rapids, MN,0.21754396782841823,1121,2.9213,1
Bois D Arc, MO,0.2045,20,2.892,1
Brownsburg, IN,0.2489578969072165,2425,2.9924,1
Bakerstown, PA,-0.08683703703703703,54,2.2347,1
Cedar Hill, TX,0.26199713799943325,17645,3.0217,1
Farmington Hills, MI,0.36925629139072846,302,3.2638,1
Pen Argyl, PA,0.24482410714285716,896,2.9829,1
Port Wentworth, GA,0.2489125742711068,14474,2.9922,1
Indianola, PA,n/a,0,2.4305,0
Keizer, OR,0.23832899082568806,14170,2.9683,1
Laurel Hill, FL,n/a,0,2.4305,0
East York, PA,0.04238363636363636,110,2.5262,1
Kennerdell, PA,0.30052142857142855,28,3.1086,1
Upper Gwynedd, PA,n/a,0,2.4305,0
Anoka, MN,0.2700962481962482,693,3.04,1
Manteno, IL,0.2373834051724138,464,2.9662,1
Tulia, TX,n/a,0,2.4305,0
Kaysville, UT,0.2583497709923664,3930,3.0134,1
Gamaliel, KY,0.0,2,2.4305,1
Cadiz, KY,0.29662727272727274,55,3.0998,1
Sedgwick, KS,0.2951077399380805,646,3.0964,1
Ramsey, NJ,0.14196754491017965,3340,2.751,1
Elgin, MN,0.0,1,2.4305,1
Prospect Heights, IL,0.24194935064935066,77,2.9764,1
Sebree, KY,0.12765,4,2.7187,1
San Rafael, CA,0.3059712643678161,174,3.121,1
Monroe, LA,0.2323115525352849,3826,2.9547,1
Donalds, SC,0.05313333333333334,27,2.5504,1
Blackville, SC,0.08481935483870967,124,2.6219,1
Edgemoor, SC,0.24017094017094018,117,2.9725,1
Clio, AL,0.8915000000000001,1,4.4421,1
Crossett, AR,0.05899767441860465,43,2.5637,1
Fackler, AL,0.0,2,2.4305,1
Milan, TN,0.27282901639344265,1220,3.0461,1
Huntington, WV,0.384125,1120,3.2972,1
Martinsburg, PA,0.10004285714285714,14,2.6562,1
Gibsonton, FL,0.3029171122994653,187,3.114,1
Clarkson, KY,n/a,0,2.4305,0
Rose Valley, PA,0.2874286206896552,580,3.079,1
Millmont, PA,n/a,0,2.4305,0
Knoxville, TN,0.3138735546651402,1747,3.1388,1
Fort Myers Beach, FL,0.18075555555555556,54,2.8385,1
West Tawakoni, TX,0.13926038647342995,414,2.7449,1
Parker, KS,-0.027333333333333328,9,2.3689,1
North Bend, OR,0.088855,40,2.6311,1
Eielson Afb, AK,0.0,4,2.4305,1
Hartford, MI,0.1257375,16,2.7142,1
Tompkinsville, KY,0.09411428571428572,21,2.6429,1
Carthage, NC,0.228637899543379,219,2.9464,1
Affton, MO,0.28425836065573773,610,3.072,1
Poolville, TX,0.33343467741935484,124,3.1828,1
Moultrie, GA,n/a,0,2.4305,0
Drasco, AR,0.10727142857142856,28,2.6727,1
Fort Lauderdale, FL,0.19130153324417273,20936,2.8622,1
Framingham, MA,0.34027722286374135,3464,3.1984,1
Biglerville, PA,0.19866596638655462,476,2.8789,1
Council Bluffs, IA,0.27678837209302326,86,3.0551,1
Fairfield, PA,0.3137891410048622,2468,3.1386,1
Hammonton, NJ,0.11655967343578486,7288,2.6936,1
Groveton, NH,0.2154222222222222,108,2.9166,1
Hillsboro, KY,0.10875897435897436,39,2.676,1
Melber, KY,0.0,2,2.4305,1
Wrightsville, PA,0.4147532738095238,336,3.3665,1
Bloomfield, NJ,0.5315873769024172,4468,3.6301,1
Ardmore, OK,0.4442952380952381,21,3.4331,1
Pamplico, SC,0.36501578947368424,190,3.2541,1
Bennettsville, SC,0.27782698412698414,63,3.0574,1
Cleveland, AL,0.19245634517766497,197,2.8649,1
Coal Township, PA,0.3041076086956522,184,3.1167,1
Olyphant, PA,0.05124150943396229,106,2.5461,1
East Mc Keesport, PA,0.33466842105263156,228,3.1858,1
Villa Rica, GA,0.257128125,32,3.0107,1
Maple Park, IL,0.21099117647058824,34,2.9067,1
Maple Valley, WA,0.2034536231884058,69,2.8897,1
Spokane, WA,0.3276068869241508,2149,3.1698,1
Morning View, KY,0.1385357142857143,14,2.7431,1
Portersville, PA,0.0647967032967033,91,2.5768,1
Douglas, AK,0.11880322580645161,62,2.6986,1
Pine Island, MN,0.14336666666666667,3,2.7541,1
El Paso, TX,0.2738254658385093,161,3.0484,1
Belton, SC,0.20275065146579804,1228,2.8882,1
Seabrook, SC,0.248078125,160,2.9904,1
Enoree, SC,0.2113341463414634,41,2.9073,1
Indian Springs, AL,0.39422672413793103,116,3.32,1
Cedarville, AR,0.40051250000000005,8,3.3342,1
Webb, AL,0.23840411764705882,510,2.9685,1
Tualatin, OR,0.42212794117647057,136,3.383,1
Hartland, WI,0.26734166666666664,72,3.0337,1
Dresher, PA,0.2878795918367347,1078,3.0802,1
New Cumberland, PA,0.3011399477186312,8416,3.11,1
St. Petersburg, FL,0.3558923913043478,552,3.2336,1
Donegal, PA,0.3605441860465116,430,3.244,1
Fairchance, PA,0.20353783783783783,74,2.8897,1
Centennial, CO,0.5027795373085696,3069,3.5651,1
Morris, CT,0.1733375,64,2.8216,1
Lake City, PA,0.2795605007664793,3914,3.0614,1
Shoreview, MN,0.32652432279909704,1772,3.1673,1
Illiopolis, IL,0.0,3,2.4305,1
Lombard, IL,0.25643529185128106,5191,3.0091,1
Kendall Park, NJ,0.14527826086956522,368,2.7584,1
Syracuse, NY,-0.005,2,2.4193,1
Bloomingdale, NY,n/a,0,2.4305,0
Cottageville, SC,0.2283760683760684,117,2.9459,1
Elkmont, AL,0.2998125,240,3.107,1
Flomaton, AL,0.17936666666666667,36,2.8354,1
Lester, AL,n/a,0,2.4305,0
Stockton, AL,0.24897246963562752,247,2.9924,1
Sulligent, AL,-0.08023333333333334,6,2.2496,1
Booneville, AR,0.09820467289719625,107,2.6521,1
Cranesville, PA,0.4162225,80,3.3697,1
Millersville, PA,0.4965403908794788,614,3.5509,1
Millbrae, CA,0.20524793388429752,242,2.8936,1
West Pittston, PA,0.1880532786885246,244,2.855,1
South Windsor, CT,n/a,0,2.4305,0
Humboldt, IL,0.3677258823529412,85,3.2602,1
Delhi, IA,n/a,0,2.4305,0
Harris, MN,0.3106649425287356,174,3.1316,1
Thayer, KS,0.25949302325581397,1376,3.0161,1
Lumberton, NJ,0.31037236842105265,152,3.1309,1
Narragansett, RI,0.3087724187380497,2092,3.1273,1
North Pole, AK,0.23018197320341047,1642,2.95,1
Iola, KS,0.11111559633027523,327,2.6812,1
Winter Springs, FL,0.3631703448275862,145,3.2501,1
Sugar Hill, GA,0.37114482758620687,29,3.2679,1
Keller, TX,0.4349227814569536,755,3.4119,1
Cowarts, AL,0.035029508196721314,61,2.5095,1
Chesapeake, VA,0.2843178556452019,59617,3.072,1
Ambler, PA,0.38169509604519775,8850,3.2918,1
Chalfont, PA,0.27868816863100637,2206,3.0594,1
New Holland, PA,0.36338688212927756,1052,3.2505,1
North Warren, PA,0.32153333333333334,30,3.156,1
Polk, PA,0.30815000000000003,48,3.126,1
Salem, UT,0.37929986613119143,747,3.2864,1
Simpson, PA,0.2809063829787234,94,3.0644,1
Cochranton, PA,0.3114233993015134,1718,3.1332,1
Greentown, PA,0.21349113924050633,158,2.9123,1
New Bethlehem, PA,0.20662,30,2.8967,1
Burlington, MA,0.30106750524109016,477,3.11,1
Woodbury, NJ,0.35493506493506494,308,3.2314,1
Glen Rock, PA,0.3495284188034188,936,3.2192,1
Paoli, PA,0.3335183257918552,884,3.1831,1
Franklin Park, IL,0.3014312684365782,339,3.1106,1
Barnesville, MN,0.12786129032258065,31,2.7191,1
Hawesville, KY,0.0,4,2.4305,1
Melrose, MA,0.28395244195356284,1249,3.0714,1
Wolcott, VT,-0.014,5,2.399,1
Three Rivers, TX,0.2575119402985075,67,3.0116,1
Orangevale, CA,0.011942424242424254,33,2.4574,1
Stockton, UT,0.0854625,8,2.6235,1
Cayce, SC,0.25203398853398856,1221,2.9992,1
Gatesville, TX,0.2132,6,2.9116,1
Georgetown, SC,0.23598728493495594,2383,2.9631,1
Clover, SC,0.30340171555063644,7229,3.1151,1
Acme, PA,0.28112,50,3.0648,1
Spring City, PA,0.35073676470588233,952,3.2219,1
Alpharetta, GA,0.3204374081401922,7076,3.1535,1
Honesdale, PA,0.28438872651356994,958,3.0723,1
Danville, PA,0.4327201465201465,1092,3.4069,1
Oxford, PA,0.33854574712643676,870,3.1943,1
Sugar Notch, PA,0.17282857142857141,42,2.8205,1
Reisterstown, MD,0.21261111111111114,27,2.9103,1
Kamas, UT,0.1950349234393404,1698,2.8706,1
Glencoe, IL,0.40672631578947366,323,3.3482,1
Grant Park, IL,0.15926428571428572,14,2.79,1
Wallkill, NY,0.29579787234042554,94,3.098,1
Deerwood, MN,0.193915873015873,126,2.8681,1
Texline, TX,0.44881666666666664,12,3.4432,1
Grimes, IA,0.177,39,2.8299,1
Lancaster, KY,0.24763916532905297,1246,2.9892,1
Olmstead, KY,0.2255125,8,2.9394,1
Woodbury, PA,0.177640625,96,2.8313,1
Cumberland, RI,0.30937508561643834,1168,3.1287,1
Richmond, RI,0.2674132819194516,1167,3.0339,1
Newnan, GA,0.19583745247148288,526,2.8724,1
Moore, SC,0.2819713475177305,3525,3.0669,1
Montevallo, AL,0.20435899581589959,239,2.8918,1
Castleberry, AL,0.17170000000000002,23,2.818,1
Richburg, SC,0.21332718446601942,206,2.9118,1
Beccaria, PA,0.13125769230769233,52,2.7268,1
Blossburg, PA,0.005316666666666676,24,2.4425,1
Moosic, PA,0.4020607843137255,102,3.3379,1
New Kensington, PA,0.2396439347990902,2638,2.9712,1
Steelton, PA,0.2242589641434263,502,2.9367,1
Cheyney, PA,0.3816,146,3.2916,1
Canton, PA,0.0,6,2.4305,1
Grindstone, PA,0.19992531380753137,956,2.8816,1
Henryville, IN,0.31565585585585587,444,3.1429,1
Jacksonville, IL,0.3222001545595054,647,3.1576,1
Fisher, MN,n/a,0,2.4305,0
Duchesne, UT,0.1467546875,128,2.7618,1
Sacramento, KY,0.0,1,2.4305,1
Commerce, GA,0.2849375,80,3.0734,1
Chester, SC,0.22902679640718562,668,2.9473,1
Chester, AR,0.059075,4,2.5639,1
Jim Thorpe, PA,0.2880381918819188,1084,3.0804,1
Shoemakersville, PA,0.531091,200,3.6289,1
Bridgeport, PA,0.1507908163265306,196,2.7708,1
King Of Prussia, PA,0.27845087290502796,5728,3.059,1
St. Peters, MO,0.3883672955974843,477,3.3069,1
West Olive, MI,0.16962391304347826,138,2.8132,1
Elmhurst, IL,0.22202739244951714,1139,2.9315,1
Baudette, MN,0.2981333333333333,12,3.1032,1
Georgetown, IL,0.1129578947368421,19,2.6855,1
Sheppard Afb, TX,n/a,0,2.4305,0
Newport, KY,0.24496331923890063,1892,2.9834,1
Springfield, VA,0.13343487544483984,281,2.7316,1
Fairfield, AL,0.27104579945799456,6273,3.042,1
Salem, AL,0.153771875,160,2.7776,1
Chatom, AL,-0.026666666666666665,3,2.3703,1
Greenbrier, AR,0.1916185520361991,221,2.8629,1
Allentown, PA,0.28232748149629927,25007,3.0675,1
Fayetteville, NC,0.3362375593220339,5900,3.1892,1
Annville, PA,0.25646071428571426,728,3.0093,1
Bloomsburg, PA,0.38381462121212123,2640,3.2966,1
Knox, PA,0.2399077655310621,3992,2.9719,1
Farmington, MN,0.29522926605504585,4360,3.0966,1
Monroeville, PA,0.2333955441928415,2738,2.9572,1
Champion, PA,0.16092352941176472,102,2.7936,1
Cheltenham, PA,0.269775125,1600,3.0393,1
Harding, PA,0.2877216374269006,1368,3.0797,1
Swissvale, PA,0.2624281045751634,306,3.0226,1
Evansville, IN,0.2675628125,320,3.0344,1
Portsmouth, OH,0.27989885057471264,174,3.0621,1
Rural Valley, PA,0.0,12,2.4305,1
Conway, AR,0.2576731619662545,16417,3.012,1
Blue Springs, MO,0.28214505905217524,6689,3.0671,1
Dundas, MN,0.15391882352941177,85,2.7778,1
Echo, MN,0.2286,2,2.9464,1
Federal Dam, MN,n/a,0,2.4305,0
Hillsboro, IL,0.29501993299832496,1194,3.0962,1
Sugar Land, TX,0.3116717400361061,7201,3.1339,1
Dickson, TN,n/a,0,2.4305,0
Rock Springs, WI,0.0,1,2.4305,1
Bucyrus, OH,n/a,0,2.4305,0
Portsmouth, VA,0.2572695987067326,10516,3.0111,1
Gretna, LA,0.2629339709762533,1516,3.0238,1
Vanderpool, TX,0.0,1,2.4305,1
Hardeeville, SC,0.4506851851851852,54,3.4475,1
Collinsville, IL,0.4615933333333333,30,3.4721,1
Green Sea, SC,0.378409793814433,388,3.2844,1
Boscobel, WI,0.1186904761904762,21,2.6984,1
Middleton, WI,0.35620991827637444,5386,3.2343,1
Avoca, PA,0.13933030303030303,264,2.7449,1
Clearville, PA,0.4487606557377049,610,3.4432,1
Fredericksburg, PA,0.32094850894632204,1006,3.1546,1
San Diego, CA,0.30726596477794793,2612,3.1239,1
Morgantown, PA,0.37923429423459243,1006,3.2862,1
Pennsburg, PA,0.3109661324041812,1435,3.1323,1
Galeton, PA,0.0,6,2.4305,1
Anna, TX,0.22095052631578949,3800,2.9292,1
Saxonburg, PA,0.222589010989011,182,2.9328,1
Murphy, NC,0.3400228260869565,184,3.1977,1
Randolph, KS,0.17932857142857145,7,2.8351,1
Belleville, IL,0.17462777777777777,108,2.8245,1
Axis, AL,0.22421379310344827,58,2.9364,1
Oldsmar, FL,n/a,0,2.4305,0
Old Hickory, TN,0.2974860465116279,387,3.1018,1
Clanton, AL,0.5223986683848797,2328,3.6093,1
Taylor, AL,0.17118157894736843,228,2.8168,1
Sayre, PA,-0.5367,2,1.2195,1
Mount Joy, PA,0.2691450222222222,2250,3.0378,1
Delafield, WI,0.2674704761904762,210,3.0341,1
Inver Grove Heights, MN,0.32173577156268335,5113,3.1564,1
Mantorville, MN,0.3893019230769231,52,3.309,1
Dellwood, MN,n/a,0,2.4305,0
Hanska, MN,0.0,2,2.4305,1
Van Alstyne, TX,0.23461570444915253,3776,2.9599,1
Troy, KS,0.08259999999999999,8,2.6169,1
Louisa, KY,0.013345833333333335,24,2.4606,1
Abingdon, VA,0.3027327546296296,864,3.1136,1
Sheffield, IA,n/a,0,2.4305,0
Logan, AL,0.2915995744680851,470,3.0885,1
Sylacauga, AL,0.1997921897810219,2740,2.8814,1
Delmont, PA,0.2489303310613437,2054,2.9922,1
Cary, NC,0.2842717948717949,1014,3.072,1
Watsontown, PA,0.1347209756097561,205,2.7345,1
Brockway, PA,0.254005,40,3.0037,1
Jacobus, PA,0.26687076923076924,260,3.0328,1
Riverview, FL,n/a,0,2.4305,0
Bellevue, KY,0.2217894941634241,257,2.931,1
Granbury, TX,0.30865112219451374,401,3.1271,1
Bath, NC,0.24942917505030182,497,2.9933,1
Lake Worth, FL,0.159825,88,2.7911,1
