town,state,sentiment_score,number_of_posts,satisfaction_score,pie_sector_label
Saint Stephen, SC,0.056883333333333334,18,2.6,fill
Saint Stephen, SC,0.056883333333333334,18,2.4,blank
Scottsboro, AL,0.23902235047219308,953,3.0,fill
Scottsboro, AL,0.23902235047219308,953,2.0,blank
Union Grove, AL,0.2779060402684564,596,3.1,fill
Union Grove, AL,0.2779060402684564,596,1.9,blank
Winthrop, MN,0.3393909090909091,143,3.2,fill
Winthrop, MN,0.3393909090909091,143,1.7999999999999998,blank
Pasadena, MD,0.20338558068819118,69719,2.9,fill
Pasadena, MD,0.20338558068819118,69719,2.1,blank
Walnut Creek, CA,0.30946291390728475,906,3.1,fill
Walnut Creek, CA,0.30946291390728475,906,1.9,blank
Crowley, TX,0.23327169811320755,689,3.0,fill
Crowley, TX,0.23327169811320755,689,2.0,blank
Blue Ridge Summit, PA,0.3701479166666667,96,3.3,fill
Blue Ridge Summit, PA,0.3701479166666667,96,1.7000000000000002,blank
Troy, MO,0.3282577526132404,1148,3.2,fill
Troy, MO,0.3282577526132404,1148,1.7999999999999998,blank
Harrison City, PA,0.2789542124542125,546,3.1,fill
Harrison City, PA,0.2789542124542125,546,1.9,blank
Harwick, PA,0.20075535714285714,112,2.9,fill
Harwick, PA,0.20075535714285714,112,2.1,blank
Sciota, PA,0.25308378378378377,74,3.0,fill
Sciota, PA,0.25308378378378377,74,2.0,blank
Williamsburg, VA,0.1826498480243161,2961,2.8,fill
Williamsburg, VA,0.1826498480243161,2961,2.2,blank
Perrysville, IN,0.20574516129032258,62,2.9,fill
Perrysville, IN,0.20574516129032258,62,2.1,blank
Indianola, IL,0.0,3,2.4,fill
Indianola, IL,0.0,3,2.6,blank
Largo, FL,0.15279112903225806,124,2.8,fill
Largo, FL,0.15279112903225806,124,2.2,blank
Byron, MN,0.1112,16,2.7,fill
Byron, MN,0.1112,16,2.3,blank
Monroe, NC,0.36933978906999043,1043,3.3,fill
Monroe, NC,0.36933978906999043,1043,1.7000000000000002,blank
Kentwood, LA,0.13077714285714287,70,2.7,fill
Kentwood, LA,0.13077714285714287,70,2.3,blank
Monticello, UT,0.26448923444976075,836,3.0,fill
Monticello, UT,0.26448923444976075,836,2.0,blank
Marcell, MN,0.19403235294117646,68,2.9,fill
Marcell, MN,0.19403235294117646,68,2.1,blank
Menlo Park, CA,0.33852508960573474,5301,3.2,fill
Menlo Park, CA,0.33852508960573474,5301,1.7999999999999998,blank
Calexico, CA,0.33504935064935065,77,3.2,fill
Calexico, CA,0.33504935064935065,77,1.7999999999999998,blank
York, SC,0.2713867924528302,53,3.0,fill
York, SC,0.2713867924528302,53,2.0,blank
Winchester, KS,0.3395723320158103,253,3.2,fill
Winchester, KS,0.3395723320158103,253,1.7999999999999998,blank
South Heights, PA,0.41095384615384617,26,3.4,fill
South Heights, PA,0.41095384615384617,26,1.6,blank
Kenai, AK,0.17878550724637682,414,2.8,fill
Kenai, AK,0.17878550724637682,414,2.2,blank
Oakdale, CA,0.3641218274111675,591,3.3,fill
Oakdale, CA,0.3641218274111675,591,1.7000000000000002,blank
Bethany, OK,0.06099935483870969,930,2.6,fill
Bethany, OK,0.06099935483870969,930,2.4,blank
Warren, RI,0.314093359375,512,3.1,fill
Warren, RI,0.314093359375,512,1.9,blank
Finksburg, MD,0.3066214285714286,70,3.1,fill
Finksburg, MD,0.3066214285714286,70,1.9,blank
North Liberty, IA,0.3816950226244344,442,3.3,fill
North Liberty, IA,0.3816950226244344,442,1.7000000000000002,blank
Mulga, AL,0.2416432,125,3.0,fill
Mulga, AL,0.2416432,125,2.0,blank
Lapine, AL,0.06985833333333334,12,2.6,fill
Lapine, AL,0.06985833333333334,12,2.4,blank
Enfield, CT,0.3026421739130435,1380,3.1,fill
Enfield, CT,0.3026421739130435,1380,1.9,blank
Dracut, MA,0.2716749593495935,615,3.0,fill
Dracut, MA,0.2716749593495935,615,2.0,blank
Luzerne, PA,0.27929172932330826,266,3.1,fill
Luzerne, PA,0.27929172932330826,266,1.9,blank
Keene, NH,0.32228970588235295,408,3.2,fill
Keene, NH,0.32228970588235295,408,1.7999999999999998,blank
Warren Center, PA,0.05778235294117648,34,2.6,fill
Warren Center, PA,0.05778235294117648,34,2.4,blank
Decatur, GA,0.38728616315941194,3469,3.3,fill
Decatur, GA,0.38728616315941194,3469,1.7000000000000002,blank
Gaines, PA,0.32126666666666664,6,3.2,fill
Gaines, PA,0.32126666666666664,6,1.7999999999999998,blank
New Stanton, PA,0.22102447478991596,1904,2.9,fill
New Stanton, PA,0.22102447478991596,1904,2.1,blank
Milton, PA,0.4512473684210526,38,3.4,fill
Milton, PA,0.4512473684210526,38,1.6,blank
Greenwich, CT,0.3646734426229508,1830,3.3,fill
Greenwich, CT,0.3646734426229508,1830,1.7000000000000002,blank
Eureka, IL,0.15550416666666667,24,2.8,fill
Eureka, IL,0.15550416666666667,24,2.2,blank
Lyons, IL,0.2794034129692833,586,3.1,fill
Lyons, IL,0.2794034129692833,586,1.9,blank
Waterford, MI,0.3142188441098317,4518,3.1,fill
Waterford, MI,0.3142188441098317,4518,1.9,blank
Friendswood, TX,0.27918000000000004,15,3.1,fill
Friendswood, TX,0.27918000000000004,15,1.9,blank
Kellogg, MN,0.1538,5,2.8,fill
Kellogg, MN,0.1538,5,2.2,blank
Lake In The Hills, IL,0.26328137651821865,1976,3.0,fill
Lake In The Hills, IL,0.26328137651821865,1976,2.0,blank
Mantua, UT,0.31767701149425287,522,3.1,fill
Mantua, UT,0.31767701149425287,522,1.9,blank
Taft, TX,0.12021111111111112,36,2.7,fill
Taft, TX,0.12021111111111112,36,2.3,blank
Woodlyn, PA,0.3938666666666667,90,3.3,fill
Woodlyn, PA,0.3938666666666667,90,1.7000000000000002,blank
Fremont, NE,0.10352105263157896,38,2.7,fill
Fremont, NE,0.10352105263157896,38,2.3,blank
Bethany, LA,0.2853294300518135,965,3.1,fill
Bethany, LA,0.2853294300518135,965,1.9,blank
Wilmore, KY,0.28618857142857146,105,3.1,fill
Wilmore, KY,0.28618857142857146,105,1.9,blank
Canyon, TX,0.0017540540540540554,37,2.4,fill
Canyon, TX,0.0017540540540540554,37,2.6,blank
Pageland, SC,0.1701090163934426,122,2.8,fill
Pageland, SC,0.1701090163934426,122,2.2,blank
Brookline, MA,0.3257461382113821,3936,3.2,fill
Brookline, MA,0.3257461382113821,3936,1.7999999999999998,blank
Redmond, OR,0.45766944444444446,72,3.5,fill
Redmond, OR,0.45766944444444446,72,1.5,blank
Hemlock, MI,0.24877137546468403,1345,3.0,fill
Hemlock, MI,0.24877137546468403,1345,2.0,blank
Shavertown, PA,0.2975882096069869,458,3.1,fill
Shavertown, PA,0.2975882096069869,458,1.9,blank
Lockport, NY,0.0702,76,2.6,fill
Lockport, NY,0.0702,76,2.4,blank
Pequea, PA,0.19997512437810946,402,2.9,fill
Pequea, PA,0.19997512437810946,402,2.1,blank
Brackenridge, PA,0.3902603448275862,348,3.3,fill
Brackenridge, PA,0.3902603448275862,348,1.7000000000000002,blank
Pulaski, PA,0.15542432432432432,74,2.8,fill
Pulaski, PA,0.15542432432432432,74,2.2,blank
Severn, MD,0.18682744038155802,3145,2.9,fill
Severn, MD,0.18682744038155802,3145,2.1,blank
Kewanee, IL,0.14122093023255813,43,2.7,fill
Kewanee, IL,0.14122093023255813,43,2.3,blank
Lindenhurst, IL,0.3709214188883868,2213,3.3,fill
Lindenhurst, IL,0.3709214188883868,2213,1.7000000000000002,blank
Forest Lake, MN,0.3207427194317605,1971,3.2,fill
Forest Lake, MN,0.3207427194317605,1971,1.7999999999999998,blank
Forest View, IL,0.2547271052631579,380,3.0,fill
Forest View, IL,0.2547271052631579,380,2.0,blank
Lake Bluff, IL,0.4300007177033493,418,3.4,fill
Lake Bluff, IL,0.4300007177033493,418,1.6,blank
Manvel, TX,0.3160507836990596,319,3.1,fill
Manvel, TX,0.3160507836990596,319,1.9,blank
Ottawa, KS,0.23667731958762886,194,3.0,fill
Ottawa, KS,0.23667731958762886,194,2.0,blank
Minnesota City, MN,0.24126230580539657,1223,3.0,fill
Minnesota City, MN,0.24126230580539657,1223,2.0,blank
Johnston, SC,0.43400689655172414,58,3.4,fill
Johnston, SC,0.43400689655172414,58,1.6,blank
Fort Mitchell, AL,0.21955475409836064,305,2.9,fill
Fort Mitchell, AL,0.21955475409836064,305,2.1,blank
Fultondale, AL,0.28534964028776977,1113,3.1,fill
Fultondale, AL,0.28534964028776977,1113,1.9,blank
Samson, AL,0.10564615384615385,13,2.7,fill
Samson, AL,0.10564615384615385,13,2.3,blank
Lewisberry, PA,0.43721343283582087,1608,3.4,fill
Lewisberry, PA,0.43721343283582087,1608,1.6,blank
Montgomery, PA,0.3436866666666667,90,3.2,fill
Montgomery, PA,0.3436866666666667,90,1.7999999999999998,blank
Reading, PA,0.2757014459121742,11206,3.1,fill
Reading, PA,0.2757014459121742,11206,1.9,blank
Lake Wales, FL,0.079375,4,2.6,fill
Lake Wales, FL,0.079375,4,2.4,blank
Justice, IL,0.3583274193548387,186,3.2,fill
Justice, IL,0.3583274193548387,186,1.7999999999999998,blank
Ashby, MN,0.005427450980392168,51,2.4,fill
Ashby, MN,0.005427450980392168,51,2.6,blank
Circle Pines, MN,0.3443830476190476,535,3.2,fill
Circle Pines, MN,0.3443830476190476,535,1.7999999999999998,blank
Harmony, MN,0.38379607843137253,204,3.3,fill
Harmony, MN,0.38379607843137253,204,1.7000000000000002,blank
Waelder, TX,-0.06350689655172413,116,2.3,fill
Waelder, TX,-0.06350689655172413,116,2.7,blank
Horse Cave, KY,0.145544,50,2.8,fill
Horse Cave, KY,0.145544,50,2.2,blank
Harrisburg, NC,0.19233030303030305,33,2.9,fill
Harrisburg, NC,0.19233030303030305,33,2.1,blank
Dixon, KY,0.08735454545454545,55,2.6,fill
Dixon, KY,0.08735454545454545,55,2.4,blank
Charleston, AR,0.20007128712871286,101,2.9,fill
Charleston, AR,0.20007128712871286,101,2.1,blank
Concord, CA,0.2967128976572133,4055,3.1,fill
Concord, CA,0.2967128976572133,4055,1.9,blank
Old Forge, PA,0.17537517730496455,564,2.8,fill
Old Forge, PA,0.17537517730496455,564,2.2,blank
Rutledge, PA,0.3579807926829268,656,3.2,fill
Rutledge, PA,0.3579807926829268,656,1.7999999999999998,blank
Selinsgrove, PA,0.21874699248120302,266,2.9,fill
Selinsgrove, PA,0.21874699248120302,266,2.1,blank
Whitehall, PA,0.2646548758865248,2256,3.0,fill
Whitehall, PA,0.2646548758865248,2256,2.0,blank
Morrisville, NC,0.4139551020408163,833,3.4,fill
Morrisville, NC,0.4139551020408163,833,1.6,blank
Clearwater, KS,0.16591684210526314,190,2.8,fill
Clearwater, KS,0.16591684210526314,190,2.2,blank
Vermillion, SD,0.26274000000000003,365,3.0,fill
Vermillion, SD,0.26274000000000003,365,2.0,blank
Hanahan, SC,0.22032341772151898,474,2.9,fill
Hanahan, SC,0.22032341772151898,474,2.1,blank
Clinton, SC,0.23498398268398268,231,3.0,fill
Clinton, SC,0.23498398268398268,231,2.0,blank
Ragland, AL,0.1636,127,2.8,fill
Ragland, AL,0.1636,127,2.2,blank
Tuskegee Institute, AL,0.0,8,2.4,fill
Tuskegee Institute, AL,0.0,8,2.6,blank
Hayward, CA,0.35277205506596443,19177,3.2,fill
Hayward, CA,0.35277205506596443,19177,1.7999999999999998,blank
Towson, MD,0.29632625482625485,4144,3.1,fill
Towson, MD,0.29632625482625485,4144,1.9,blank
Mayfield, PA,0.15048585526315789,608,2.8,fill
Mayfield, PA,0.15048585526315789,608,2.2,blank
Conneaut Lake, PA,0.20625604395604397,364,2.9,fill
Conneaut Lake, PA,0.20625604395604397,364,2.1,blank
Cleveland Heights, OH,0.552269696969697,264,3.7,fill
Cleveland Heights, OH,0.552269696969697,264,1.2999999999999998,blank
Grand Rapids, MN,0.0,6,2.4,fill
Grand Rapids, MN,0.0,6,2.6,blank
Meadowbrook, PA,0.26801160220994474,1448,3.0,fill
Meadowbrook, PA,0.26801160220994474,1448,2.0,blank
Hunlock Creek, PA,0.5083610526315789,190,3.6,fill
Hunlock Creek, PA,0.5083610526315789,190,1.4,blank
Center City, MN,0.26815466666666665,375,3.0,fill
Center City, MN,0.26815466666666665,375,2.0,blank
Foothill Ranch, CA,0.2440619918699187,12300,3.0,fill
Foothill Ranch, CA,0.2440619918699187,12300,2.0,blank
Center Point, AL,0.24712545210984593,1493,3.0,fill
Center Point, AL,0.24712545210984593,1493,2.0,blank
Dent, MN,0.1609818181818182,22,2.8,fill
Dent, MN,0.1609818181818182,22,2.2,blank
Norwalk, CA,0.22585642023346303,257,2.9,fill
Norwalk, CA,0.22585642023346303,257,2.1,blank
Belmont, CA,0.21272643678160919,348,2.9,fill
Belmont, CA,0.21272643678160919,348,2.1,blank
Smithville, TX,0.2902946750195771,1277,3.1,fill
Smithville, TX,0.2902946750195771,1277,1.9,blank
Thorndale, PA,-0.06237264957264957,117,2.3,fill
Thorndale, PA,-0.06237264957264957,117,2.7,blank
Walton, KY,0.3478876811594203,1794,3.2,fill
Walton, KY,0.3478876811594203,1794,1.7999999999999998,blank
Payson, UT,0.16531658031088084,193,2.8,fill
Payson, UT,0.16531658031088084,193,2.2,blank
Tiverton, RI,0.2369529220779221,616,3.0,fill
Tiverton, RI,0.2369529220779221,616,2.0,blank
Biloxi, MS,0.3390866117969822,3645,3.2,fill
Biloxi, MS,0.3390866117969822,3645,1.7999999999999998,blank
Menasha, WI,0.6018488888888889,45,3.8,fill
Menasha, WI,0.6018488888888889,45,1.2000000000000002,blank
Aldan, PA,0.1511875,224,2.8,fill
Aldan, PA,0.1511875,224,2.2,blank
Lagrange, GA,0.35664912280701755,114,3.2,fill
Lagrange, GA,0.35664912280701755,114,1.7999999999999998,blank
Nashville, TN,0.2917751329156704,198246,3.1,fill
Nashville, TN,0.2917751329156704,198246,1.9,blank
West Chester, PA,0.31891735886065153,23452,3.2,fill
West Chester, PA,0.31891735886065153,23452,1.7999999999999998,blank
Mesa, AZ,0.17244085558952205,54629,2.8,fill
Mesa, AZ,0.17244085558952205,54629,2.2,blank
Waynesboro, PA,0.2567213514109348,9072,3.0,fill
Waynesboro, PA,0.2567213514109348,9072,2.0,blank
Salem, OR,0.21610393063583816,865,2.9,fill
Salem, OR,0.21610393063583816,865,2.1,blank
Susquehanna, PA,0.30027753846153843,650,3.1,fill
Susquehanna, PA,0.30027753846153843,650,1.9,blank
North Irwin, PA,0.41917,120,3.4,fill
North Irwin, PA,0.41917,120,1.6,blank
Menahga, MN,0.0,8,2.4,fill
Menahga, MN,0.0,8,2.6,blank
Sterling, KS,0.30128333333333335,114,3.1,fill
Sterling, KS,0.30128333333333335,114,1.9,blank
Montevideo, MN,0.17529411764705882,51,2.8,fill
Montevideo, MN,0.17529411764705882,51,2.2,blank
Sharon, SC,0.07706551724137932,58,2.6,fill
Sharon, SC,0.07706551724137932,58,2.4,blank
Grand Blanc, MI,0.34071927710843375,166,3.2,fill
Grand Blanc, MI,0.34071927710843375,166,1.7999999999999998,blank
Silverhill, AL,0.3206605095541401,314,3.2,fill
Silverhill, AL,0.3206605095541401,314,1.7999999999999998,blank
Summerdale, AL,0.28132744680851063,470,3.1,fill
Summerdale, AL,0.28132744680851063,470,1.9,blank
Vandiver, AL,0.0,3,2.4,fill
Vandiver, AL,0.0,3,2.6,blank
Vernon, AL,0.098255,20,2.7,fill
Vernon, AL,0.098255,20,2.3,blank
Danville, AL,0.1912931899641577,279,2.9,fill
Danville, AL,0.1912931899641577,279,2.1,blank
Elberta, AL,0.3339317307692308,416,3.2,fill
Elberta, AL,0.3339317307692308,416,1.7999999999999998,blank
Dravosburg, PA,0.18840985915492958,426,2.9,fill
Dravosburg, PA,0.18840985915492958,426,2.1,blank
Sheffield, PA,0.34194680306905373,782,3.2,fill
Sheffield, PA,0.34194680306905373,782,1.7999999999999998,blank
Dunmore, PA,0.32910787504067684,3073,3.2,fill
Dunmore, PA,0.32910787504067684,3073,1.7999999999999998,blank
Fredonia, PA,0.0,2,2.4,fill
Fredonia, PA,0.0,2,2.6,blank
Holtwood, PA,0.26574016736401673,478,3.0,fill
Holtwood, PA,0.26574016736401673,478,2.0,blank
Lackawaxen, PA,0.2424360465116279,344,3.0,fill
Lackawaxen, PA,0.2424360465116279,344,2.0,blank
Summit Hill, PA,0.2069409090909091,220,2.9,fill
Summit Hill, PA,0.2069409090909091,220,2.1,blank
Superior, CO,0.3892543859649123,114,3.3,fill
Superior, CO,0.3892543859649123,114,1.7000000000000002,blank
Lebanon, IL,0.2597764705882353,102,3.0,fill
Lebanon, IL,0.2597764705882353,102,2.0,blank
Goodhue, MN,0.0,2,2.4,fill
Goodhue, MN,0.0,2,2.6,blank
San Francisco, CA,0.3153645633971292,6688,3.1,fill
San Francisco, CA,0.3153645633971292,6688,1.9,blank
Georgetown, KY,0.2670848248381205,6024,3.0,fill
Georgetown, KY,0.2670848248381205,6024,2.0,blank
Glenview, KY,0.3111751445086705,173,3.1,fill
Glenview, KY,0.3111751445086705,173,1.9,blank
Penn, PA,-0.04984999999999999,36,2.3,fill
Penn, PA,-0.04984999999999999,36,2.7,blank
Sunnyvale, CA,0.39861896162528215,443,3.3,fill
Sunnyvale, CA,0.39861896162528215,443,1.7000000000000002,blank
Melville, NY,0.10063571428571429,14,2.7,fill
Melville, NY,0.10063571428571429,14,2.3,blank
Troy, AL,0.06725294117647058,34,2.6,fill
Troy, AL,0.06725294117647058,34,2.4,blank
Manchester, CT,0.351930966947201,217561,3.2,fill
Manchester, CT,0.351930966947201,217561,1.7999999999999998,blank
Hyde Park, NY,0.19421372549019608,102,2.9,fill
Hyde Park, NY,0.19421372549019608,102,2.1,blank
Exton, PA,0.2347645871559633,1090,3.0,fill
Exton, PA,0.2347645871559633,1090,2.0,blank
Scott Township, PA,0.35065466666666667,150,3.2,fill
Scott Township, PA,0.35065466666666667,150,1.7999999999999998,blank
East Berlin, PA,0.3772013928571429,2800,3.3,fill
East Berlin, PA,0.3772013928571429,2800,1.7000000000000002,blank
St. Louis Park, MN,0.20917165932452275,2043,2.9,fill
St. Louis Park, MN,0.20917165932452275,2043,2.1,blank
Palmyra, PA,0.2588150445194965,3257,3.0,fill
Palmyra, PA,0.2588150445194965,3257,2.0,blank
Litchfield, MN,0.4242207386363636,704,3.4,fill
Litchfield, MN,0.4242207386363636,704,1.6,blank
The Colony, TX,0.30763772619265217,5471,3.1,fill
The Colony, TX,0.30763772619265217,5471,1.9,blank
West Columbia, TX,0.23988852459016394,61,3.0,fill
West Columbia, TX,0.23988852459016394,61,2.0,blank
Decatur, IL,0.2525063157894737,380,3.0,fill
Decatur, IL,0.2525063157894737,380,2.0,blank
Burkesville, KY,0.0,2,2.4,fill
Burkesville, KY,0.0,2,2.6,blank
North Chesterfield, VA,0.35675805555555556,360,3.2,fill
North Chesterfield, VA,0.35675805555555556,360,1.7999999999999998,blank
Wyncote, PA,0.11657058823529412,102,2.7,fill
Wyncote, PA,0.11657058823529412,102,2.3,blank
Moncks Corner, SC,0.251337793764988,2085,3.0,fill
Moncks Corner, SC,0.251337793764988,2085,2.0,blank
Payette, ID,0.05096428571428572,14,2.5,fill
Payette, ID,0.05096428571428572,14,2.5,blank
Crozet, VA,0.3256414527580557,1831,3.2,fill
Crozet, VA,0.3256414527580557,1831,1.7999999999999998,blank
Shippensburg, PA,0.22370597826086958,368,2.9,fill
Shippensburg, PA,0.22370597826086958,368,2.1,blank
North East, PA,0.2952237154150198,506,3.1,fill
North East, PA,0.2952237154150198,506,1.9,blank
Northumberland, PA,0.39308985507246375,138,3.3,fill
Northumberland, PA,0.39308985507246375,138,1.7000000000000002,blank
Saltsburg, PA,0.12583953488372093,172,2.7,fill
Saltsburg, PA,0.12583953488372093,172,2.3,blank
Ludlow, IL,0.02968666666666667,150,2.5,fill
Ludlow, IL,0.02968666666666667,150,2.5,blank
High Point, NC,0.182875,24,2.8,fill
High Point, NC,0.182875,24,2.2,blank
Kandiyohi, MN,0.11635999999999999,5,2.7,fill
Kandiyohi, MN,0.11635999999999999,5,2.3,blank
Maple Plain, MN,0.33131554347826087,920,3.2,fill
Maple Plain, MN,0.33131554347826087,920,1.7999999999999998,blank
Cynthiana, KY,0.3098896516393443,1952,3.1,fill
Cynthiana, KY,0.3098896516393443,1952,1.9,blank
Petersburg, KY,0.31844242424242425,99,3.1,fill
Petersburg, KY,0.31844242424242425,99,1.9,blank
Boaz, KY,0.2385582089552239,67,3.0,fill
Boaz, KY,0.2385582089552239,67,2.0,blank
Oswego, KS,0.18913333333333335,3,2.9,fill
Oswego, KS,0.18913333333333335,3,2.1,blank
Patton, PA,0.17369285714285715,14,2.8,fill
Patton, PA,0.17369285714285715,14,2.2,blank
Manchester, NH,0.3360438524590164,244,3.2,fill
Manchester, NH,0.3360438524590164,244,1.7999999999999998,blank
Ozark, AL,0.24000968178740692,1477,3.0,fill
Ozark, AL,0.24000968178740692,1477,2.0,blank
Saraland, AL,0.2904262745098039,1276,3.1,fill
Saraland, AL,0.2904262745098039,1276,1.9,blank
Bethel Heights, AR,0.2809382051282051,390,3.1,fill
Bethel Heights, AR,0.2809382051282051,390,1.9,blank
Everett, WA,0.2391004761904762,210,3.0,fill
Everett, WA,0.2391004761904762,210,2.0,blank
Los Angeles, CA,0.30973420973103655,3309,3.1,fill
Los Angeles, CA,0.30973420973103655,3309,1.9,blank
Arlington, TX,0.355830258302583,1355,3.2,fill
Arlington, TX,0.355830258302583,1355,1.7999999999999998,blank
Union City, PA,0.19566666666666666,312,2.9,fill
Union City, PA,0.19566666666666666,312,2.1,blank
Union Dale, PA,0.11034736842105262,19,2.7,fill
Union Dale, PA,0.11034736842105262,19,2.3,blank
Fifty Lakes, MN,0.06476666666666667,36,2.6,fill
Fifty Lakes, MN,0.06476666666666667,36,2.4,blank
Cologne, MN,0.4619281690140845,71,3.5,fill
Cologne, MN,0.4619281690140845,71,1.5,blank
Fowler, IL,0.22495925925925928,189,2.9,fill
Fowler, IL,0.22495925925925928,189,2.1,blank
Somis, CA,0.34239590163934425,366,3.2,fill
Somis, CA,0.34239590163934425,366,1.7999999999999998,blank
Philpot, KY,0.4278179104477612,805,3.4,fill
Philpot, KY,0.4278179104477612,805,1.6,blank
Oronoco, MN,0.12824719101123594,89,2.7,fill
Oronoco, MN,0.12824719101123594,89,2.3,blank
Yukon, OK,0.24636352,1250,3.0,fill
Yukon, OK,0.24636352,1250,2.0,blank
Ramsey, MN,0.3301243099273608,2065,3.2,fill
Ramsey, MN,0.3301243099273608,2065,1.7999999999999998,blank
Smyrna, GA,0.25099302325581396,172,3.0,fill
Smyrna, GA,0.25099302325581396,172,2.0,blank
Hemingway, SC,0.23056640625,128,3.0,fill
Hemingway, SC,0.23056640625,128,2.0,blank
Lincoln, AL,0.3539110650069156,1446,3.2,fill
Lincoln, AL,0.3539110650069156,1446,1.7999999999999998,blank
Newton, AL,0.2691955555555556,180,3.0,fill
Newton, AL,0.2691955555555556,180,2.0,blank
Gilbertsville, PA,0.24559029036243823,9712,3.0,fill
Gilbertsville, PA,0.24559029036243823,9712,2.0,blank
Charleroi, PA,0.2796126436781609,348,3.1,fill
Charleroi, PA,0.2796126436781609,348,1.9,blank
Tolland, CT,-0.21884285714285714,7,1.9,fill
Tolland, CT,-0.21884285714285714,7,3.1,blank
Fairmount, IL,0.289382972972973,370,3.1,fill
Fairmount, IL,0.289382972972973,370,1.9,blank
Hillside, IL,0.17881699544764795,1977,2.8,fill
Hillside, IL,0.17881699544764795,1977,2.2,blank
Mazeppa, MN,0.21137083333333334,24,2.9,fill
Mazeppa, MN,0.21137083333333334,24,2.1,blank
Chantilly, VA,0.31807207806609006,9019,3.1,fill
Chantilly, VA,0.31807207806609006,9019,1.9,blank
Bolingbrook, IL,0.2934251851851852,135,3.1,fill
Bolingbrook, IL,0.2934251851851852,135,1.9,blank
Glasgow, KY,0.16873835877862595,524,2.8,fill
Glasgow, KY,0.16873835877862595,524,2.2,blank
Woodward, PA,0.23056,5,3.0,fill
Woodward, PA,0.23056,5,2.0,blank
Princeton, MN,0.23334922206506364,707,3.0,fill
Princeton, MN,0.23334922206506364,707,2.0,blank
Lubbock, TX,0.19609807692307693,52,2.9,fill
Lubbock, TX,0.19609807692307693,52,2.1,blank
Midwest City, OK,0.13770741599073,863,2.7,fill
Midwest City, OK,0.13770741599073,863,2.3,blank
Winter Garden, FL,0.2455211229946524,374,3.0,fill
Winter Garden, FL,0.2455211229946524,374,2.0,blank
Longs, SC,0.25771223175965663,1864,3.0,fill
Longs, SC,0.25771223175965663,1864,2.0,blank
Cassatt, SC,-0.006153846153846153,13,2.4,fill
Cassatt, SC,-0.006153846153846153,13,2.6,blank
Coward, SC,-0.46213333333333334,3,1.4,fill
Coward, SC,-0.46213333333333334,3,3.6,blank
Kinsey, AL,0.23275483870967742,31,3.0,fill
Kinsey, AL,0.23275483870967742,31,2.0,blank
Defiance, MO,0.3455013392857143,224,3.2,fill
Defiance, MO,0.3455013392857143,224,1.7999999999999998,blank
Millington, TN,0.2417386557886558,5148,3.0,fill
Millington, TN,0.2417386557886558,5148,2.0,blank
Eagan, MN,0.3116047667921086,8769,3.1,fill
Eagan, MN,0.3116047667921086,8769,1.9,blank
Salina, KS,0.2740077958959326,10918,3.0,fill
Salina, KS,0.2740077958959326,10918,2.0,blank
Wilmington, DE,0.2419108126487589,2943,3.0,fill
Wilmington, DE,0.2419108126487589,2943,2.0,blank
New Florence, PA,0.14492105263157895,38,2.8,fill
New Florence, PA,0.14492105263157895,38,2.2,blank
Renton, WA,0.24015157232704404,477,3.0,fill
Renton, WA,0.24015157232704404,477,2.0,blank
Hooversville, PA,0.18118727272727272,110,2.8,fill
Hooversville, PA,0.18118727272727272,110,2.2,blank
Tarentum, PA,0.3500345454545455,110,3.2,fill
Tarentum, PA,0.3500345454545455,110,1.7999999999999998,blank
Faribault, MN,0.2649307742782152,1524,3.0,fill
Faribault, MN,0.2649307742782152,1524,2.0,blank
Westport, CT,0.32893345454545453,275,3.2,fill
Westport, CT,0.32893345454545453,275,1.7999999999999998,blank
Fort Ripley, MN,0.17128148148148148,27,2.8,fill
Fort Ripley, MN,0.17128148148148148,27,2.2,blank
Tow, TX,0.39988093023255816,430,3.3,fill
Tow, TX,0.39988093023255816,430,1.7000000000000002,blank
Clarks Green, PA,0.4759424242424243,33,3.5,fill
Clarks Green, PA,0.4759424242424243,33,1.5,blank
Portsmouth, RI,0.33759318600368327,1629,3.2,fill
Portsmouth, RI,0.33759318600368327,1629,1.7999999999999998,blank
Florence, MS,0.2860198827292111,1876,3.1,fill
Florence, MS,0.2860198827292111,1876,1.9,blank
New Brunswick, NJ,0.130524,100,2.7,fill
New Brunswick, NJ,0.130524,100,2.3,blank
Carlsbad, CA,0.8445526315789474,19,4.3,fill
Carlsbad, CA,0.8445526315789474,19,0.7000000000000002,blank
Chagrin Falls, OH,0.1355713128038898,617,2.7,fill
Chagrin Falls, OH,0.1355713128038898,617,2.3,blank
Heath Springs, SC,0.20835546218487397,119,2.9,fill
Heath Springs, SC,0.20835546218487397,119,2.1,blank
Duncanville, TX,0.22689923595505618,2225,2.9,fill
Duncanville, TX,0.22689923595505618,2225,2.1,blank
Kinston, AL,-0.4215,1,1.5,fill
Kinston, AL,-0.4215,1,3.5,blank
Bridgeport, AL,0.1507908163265306,98,2.8,fill
Bridgeport, AL,0.1507908163265306,98,2.2,blank
Ranburne, AL,0.23657037037037038,27,3.0,fill
Ranburne, AL,0.23657037037037038,27,2.0,blank
Wood Village, OR,0.15262287581699346,306,2.8,fill
Wood Village, OR,0.15262287581699346,306,2.2,blank
Rockvale, TN,0.4096918918918919,74,3.4,fill
Rockvale, TN,0.4096918918918919,74,1.6,blank
